airport_code,airport_name,airport_name_full,time_label,time_month,time_month_name,time_year,statistics_of_delays_carrier,statistics_of_delays_late_aircraft,statistics_of_delays_national_aviation_system,statistics_of_delays_security,statistics_of_delays_weather,statistics_carriers_total,statistics_flights_cancelled,statistics_flights_delayed,statistics_flights_diverted,statistics_flights_on_time,statistics_flights_total,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-août-05,8,August,2005,622,1129,1697,17,127,12,322,3592,105,14645,18664,,
JFK,New York, NY: John F. Kennedy International,01-août-05,8,August,2005,514,801,1213,15,147,12,129,2689,68,6365,9251,,
LAS,Las Vegas, NV: McCarran International,01-août-05,8,August,2005,910,1293,917,10,98,17,94,3228,19,11173,14514,,
LAX,Los Angeles, CA: Los Angeles International,01-août-05,8,August,2005,1364,1155,919,17,132,18,202,3589,15,16484,20290,,
LGA,New York, NY: LaGuardia,01-août-05,8,August,2005,550,626,1757,3,153,13,411,3085,66,7474,11036,,
MCO,Orlando, FL: Orlando International,01-août-05,8,August,2005,668,768,753,8,80,17,106,2276,34,7584,10000,,
MDW,Chicago, IL: Chicago Midway International,01-août-05,8,August,2005,345,661,312,9,56,11,61,1384,6,7170,8621,,
MIA,Miami, FL: Miami International,01-août-05,8,August,2005,363,381,583,5,75,11,250,1410,13,3970,5643,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-août-05,8,August,2005,836,1036,1068,12,109,15,306,3066,62,9020,12454,,
ORD,Chicago, IL: Chicago O'Hare International,01-août-05,8,August,2005,1273,1663,2422,12,163,13,507,5533,37,22585,28662,,
PDX,Portland, OR: Portland International,01-août-05,8,August,2005,352,456,204,5,24,13,16,1039,5,3932,4992,,
PHL,Philadelphia, PA: Philadelphia International,01-août-05,8,August,2005,614,861,950,3,116,12,224,2544,43,8194,11005,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-août-05,8,August,2005,809,1087,701,20,79,16,136,2695,50,12110,14991,,
SAN,San Diego, CA: San Diego International,01-août-05,8,August,2005,611,571,388,7,49,16,43,1629,20,6254,7946,,
SEA,Seattle, WA: Seattle/Tacoma International,01-août-05,8,August,2005,920,982,541,8,54,15,54,2512,24,7365,9955,,
SFO,San Francisco, CA: San Francisco International,01-août-05,8,August,2005,797,683,1078,11,69,16,126,2638,11,8823,11598,,
SLC,Salt Lake City, UT: Salt Lake City International,01-août-05,8,August,2005,822,684,602,17,82,12,123,2206,7,12294,14630,,
TPA,Tampa, FL: Tampa International,01-août-05,8,August,2005,437,564,487,5,60,15,114,1554,13,4938,6619,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-sept.-05,9,September,2005,1247,977,2374,8,127,14,1222,4731,14,27664,33631,,
BOS,Boston, MA: Logan International,01-sept.-05,9,September,2005,414,457,1515,4,99,15,154,2491,4,7546,10195,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-sept.-05,9,September,2005,322,469,177,1,35,14,86,1009,6,7493,8594,,
CLT,Charlotte, NC: Charlotte Douglas International,01-sept.-05,9,September,2005,276,284,431,0,30,12,153,1021,6,7984,9164,,
DCA,Washington, DC: Ronald Reagan Washington National,01-sept.-05,9,September,2005,302,293,377,2,53,15,149,1030,6,7172,8357,,
DEN,Denver, CO: Denver International,01-sept.-05,9,September,2005,611,461,515,3,42,15,141,1632,5,14519,16297,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-sept.-05,9,September,2005,716,1118,1097,3,123,13,446,3058,82,21704,25290,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-sept.-05,9,September,2005,537,549,566,3,92,15,176,1748,15,8645,10584,,
EWR,Newark, NJ: Newark Liberty International,01-sept.-05,9,September,2005,353,588,2302,3,98,14,191,3343,40,8784,12358,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-sept.-05,9,September,2005,228,184,213,0,16,12,100,642,12,4105,4859,,
IAD,Washington, DC: Washington Dulles International,01-sept.-05,9,September,2005,231,357,527,0,19,15,90,1134,4,8170,9398,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-sept.-05,9,September,2005,439,518,947,15,29,12,1664,1945,30,12969,16608,,
JFK,New York, NY: John F. Kennedy International,01-sept.-05,9,September,2005,323,328,972,5,82,12,105,1711,12,6556,8384,,
LAS,Las Vegas, NV: McCarran International,01-sept.-05,9,September,2005,648,947,970,5,39,17,99,2608,12,11242,13961,,
LAX,Los Angeles, CA: Los Angeles International,01-sept.-05,9,September,2005,1054,803,1236,11,62,17,215,3167,12,15635,19029,,
LGA,New York, NY: LaGuardia,01-sept.-05,9,September,2005,388,375,1306,0,90,13,220,2157,19,7981,10377,,
MCO,Orlando, FL: Orlando International,01-sept.-05,9,September,2005,398,323,355,1,44,17,77,1121,4,7642,8844,,
MDW,Chicago, IL: Chicago Midway International,01-sept.-05,9,September,2005,253,419,238,2,24,11,50,935,4,6993,7982,,
MIA,Miami, FL: Miami International,01-sept.-05,9,September,2005,279,172,385,0,49,11,192,885,0,3997,5074,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-sept.-05,9,September,2005,642,530,907,4,75,15,137,2161,49,8587,10934,,
ORD,Chicago, IL: Chicago O'Hare International,01-sept.-05,9,September,2005,830,1262,2500,6,119,13,480,4717,20,22257,27474,,
PDX,Portland, OR: Portland International,01-sept.-05,9,September,2005,267,293,131,2,12,12,28,705,1,3942,4676,,
PHL,Philadelphia, PA: Philadelphia International,01-sept.-05,9,September,2005,326,426,716,1,65,12,148,1530,2,8207,9887,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-sept.-05,9,September,2005,560,744,584,8,38,16,178,1932,3,12098,14211,,
SAN,San Diego, CA: San Diego International,01-sept.-05,9,September,2005,414,419,420,3,31,16,67,1286,1,6097,7451,,
SEA,Seattle, WA: Seattle/Tacoma International,01-sept.-05,9,September,2005,549,609,474,5,24,14,66,1659,6,7416,9147,,
SFO,San Francisco, CA: San Francisco International,01-sept.-05,9,September,2005,660,417,1084,8,42,15,95,2212,7,8451,10765,,
SLC,Salt Lake City, UT: Salt Lake City International,01-sept.-05,9,September,2005,613,432,550,4,41,12,170,1641,23,11886,13720,,
TPA,Tampa, FL: Tampa International,01-sept.-05,9,September,2005,294,249,220,2,25,15,80,790,2,5061,5933,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-oct.-05,10,October,2005,1288,1402,4520,8,276,14,957,7493,20,26812,35282,,
BOS,Boston, MA: Logan International,01-oct.-05,10,October,2005,453,586,1702,3,104,15,367,2844,16,7171,10398,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-oct.-05,10,October,2005,389,703,305,5,27,14,121,1428,3,7470,9022,,
CLT,Charlotte, NC: Charlotte Douglas International,01-oct.-05,10,October,2005,407,434,577,1,39,11,152,1457,2,7611,9222,,
DCA,Washington, DC: Ronald Reagan Washington National,01-oct.-05,10,October,2005,382,375,498,1,55,15,217,1308,37,7172,8734,,
DEN,Denver, CO: Denver International,01-oct.-05,10,October,2005,706,590,526,4,51,15,204,1876,6,14412,16498,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-oct.-05,10,October,2005,676,1195,997,2,109,13,366,2981,49,22257,25653,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-oct.-05,10,October,2005,535,498,540,5,91,14,165,1674,4,8699,10542,,
EWR,Newark, NJ: Newark Liberty International,01-oct.-05,10,October,2005,386,720,3996,4,175,15,644,5279,53,7429,13405,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-oct.-05,10,October,2005,234,309,318,3,9,12,682,873,14,3844,5413,,
IAD,Washington, DC: Washington Dulles International,01-oct.-05,10,October,2005,317,479,635,1,16,15,125,1447,2,7688,9262,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-oct.-05,10,October,2005,462,604,1094,9,40,12,188,2209,43,15170,17610,,
JFK,New York, NY: John F. Kennedy International,01-oct.-05,10,October,2005,376,453,1217,7,109,12,193,2161,17,6262,8633,,
LAS,Las Vegas, NV: McCarran International,01-oct.-05,10,October,2005,623,1168,1247,5,107,17,142,3145,19,11285,14591,,
LAX,Los Angeles, CA: Los Angeles International,01-oct.-05,10,October,2005,1056,1041,786,10,66,16,238,2961,12,16199,19410,,
LGA,New York, NY: LaGuardia,01-oct.-05,10,October,2005,339,394,2329,3,172,14,515,3239,28,6913,10695,,
MCO,Orlando, FL: Orlando International,01-oct.-05,10,October,2005,560,553,789,8,32,17,111,1943,5,7755,9814,,
MDW,Chicago, IL: Chicago Midway International,01-oct.-05,10,October,2005,297,558,233,3,26,12,88,1118,1,7068,8275,,
MIA,Miami, FL: Miami International,01-oct.-05,10,October,2005,302,221,548,1,25,11,565,1096,12,3668,5341,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-oct.-05,10,October,2005,529,477,561,7,95,15,114,1671,51,8819,10655,,
ORD,Chicago, IL: Chicago O'Hare International,01-oct.-05,10,October,2005,985,1101,1368,5,79,13,408,3538,35,25102,29083,,
PDX,Portland, OR: Portland International,01-oct.-05,10,October,2005,237,391,260,1,14,12,17,904,4,3931,4856,,
PHL,Philadelphia, PA: Philadelphia International,01-oct.-05,10,October,2005,370,559,1718,1,138,12,279,2788,21,7101,10189,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-oct.-05,10,October,2005,632,1002,519,10,24,16,122,2186,7,12489,14804,,
SAN,San Diego, CA: San Diego International,01-oct.-05,10,October,2005,478,495,308,3,37,16,48,1321,5,6267,7641,,
SEA,Seattle, WA: Seattle/Tacoma International,01-oct.-05,10,October,2005,491,557,527,4,12,14,87,1590,6,7537,9220,,
SFO,San Francisco, CA: San Francisco International,01-oct.-05,10,October,2005,676,516,904,5,37,15,111,2134,5,8854,11104,,
SLC,Salt Lake City, UT: Salt Lake City International,01-oct.-05,10,October,2005,570,449,372,9,48,12,150,1446,3,12363,13962,,
TPA,Tampa, FL: Tampa International,01-oct.-05,10,October,2005,330,383,375,5,18,15,116,1113,1,5132,6362,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-nov.-05,11,November,2005,1466,1260,4100,3,314,14,399,7140,16,25508,33063,,
BOS,Boston, MA: Logan International,01-nov.-05,11,November,2005,482,609,1082,1,62,14,127,2235,22,7839,10223,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-nov.-05,11,November,2005,373,621,316,1,35,14,51,1343,11,7148,8553,,
CLT,Charlotte, NC: Charlotte Douglas International,01-nov.-05,11,November,2005,361,345,631,0,56,11,55,1393,3,7015,8466,,
DCA,Washington, DC: Ronald Reagan Washington National,01-nov.-05,11,November,2005,382,386,546,3,44,15,97,1363,34,6925,8419,,
DEN,Denver, CO: Denver International,01-nov.-05,11,November,2005,692,590,576,4,49,15,103,1913,2,13299,15317,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-nov.-05,11,November,2005,878,1324,1417,2,97,14,140,3714,32,21008,24894,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-nov.-05,11,November,2005,641,600,861,2,81,15,104,2183,6,7969,10262,,
EWR,Newark, NJ: Newark Liberty International,01-nov.-05,11,November,2005,359,732,3562,6,122,14,251,4782,29,7796,12858,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-nov.-05,11,November,2005,358,401,489,2,18,12,25,1268,25,4614,5932,,
IAD,Washington, DC: Washington Dulles International,01-nov.-05,11,November,2005,261,307,435,2,18,15,60,1021,22,6305,7408,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-nov.-05,11,November,2005,499,682,1332,9,51,12,68,2572,38,14318,16996,,
JFK,New York, NY: John F. Kennedy International,01-nov.-05,11,November,2005,484,619,976,7,79,11,55,2165,28,6199,8447,,
LAS,Las Vegas, NV: McCarran International,01-nov.-05,11,November,2005,658,876,670,11,24,17,70,2239,8,11581,13898,,
LAX,Los Angeles, CA: Los Angeles International,01-nov.-05,11,November,2005,1011,881,907,6,74,16,148,2877,2,15590,18617,,
LGA,New York, NY: LaGuardia,01-nov.-05,11,November,2005,380,507,2623,1,165,14,231,3677,72,6384,10364,,
MCO,Orlando, FL: Orlando International,01-nov.-05,11,November,2005,547,601,714,3,35,18,27,1897,6,8107,10037,,
MDW,Chicago, IL: Chicago Midway International,01-nov.-05,11,November,2005,272,483,307,6,45,12,68,1109,10,6538,7725,,
MIA,Miami, FL: Miami International,01-nov.-05,11,November,2005,327,253,615,2,20,12,19,1216,5,4244,5484,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-nov.-05,11,November,2005,566,555,811,3,63,15,123,1997,7,8095,10222,,
ORD,Chicago, IL: Chicago O'Hare International,01-nov.-05,11,November,2005,1096,1602,3646,3,118,13,448,6466,15,21524,28453,,
PDX,Portland, OR: Portland International,01-nov.-05,11,November,2005,319,345,386,7,21,12,55,1076,25,3416,4572,,
PHL,Philadelphia, PA: Philadelphia International,01-nov.-05,11,November,2005,346,453,816,1,57,12,64,1668,11,7388,9131,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-nov.-05,11,November,2005,581,701,449,3,33,16,112,1769,4,12562,14447,,
SAN,San Diego, CA: San Diego International,01-nov.-05,11,November,2005,389,327,238,0,22,15,77,976,72,6114,7239,,
SEA,Seattle, WA: Seattle/Tacoma International,01-nov.-05,11,November,2005,599,570,851,6,36,14,83,2061,19,6227,8390,,
SFO,San Francisco, CA: San Francisco International,01-nov.-05,11,November,2005,674,473,1284,6,56,15,153,2495,15,7921,10584,,
SLC,Salt Lake City, UT: Salt Lake City International,01-nov.-05,11,November,2005,650,469,735,10,83,12,133,1947,5,10885,12970,,
TPA,Tampa, FL: Tampa International,01-nov.-05,11,November,2005,336,406,419,3,21,15,12,1187,6,5080,6285,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-déc.-05,12,December,2005,2144,2336,4898,12,509,14,723,9899,18,22992,33632,,
BOS,Boston, MA: Logan International,01-déc.-05,12,December,2005,619,812,884,8,96,14,355,2420,24,7579,10378,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-déc.-05,12,December,2005,544,811,430,3,59,13,116,1844,4,6936,8900,,
CLT,Charlotte, NC: Charlotte Douglas International,01-déc.-05,12,December,2005,513,502,776,4,55,11,109,1851,7,6048,8015,,
DCA,Washington, DC: Ronald Reagan Washington National,01-déc.-05,12,December,2005,534,506,597,3,72,15,217,1712,6,6483,8418,,
DEN,Denver, CO: Denver International,01-déc.-05,12,December,2005,1623,1183,1333,11,145,15,164,4293,14,11933,16404,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-déc.-05,12,December,2005,1119,2237,2271,13,260,15,510,5902,21,18952,25385,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-déc.-05,12,December,2005,928,817,1118,14,116,16,140,2992,12,7213,10357,,
EWR,Newark, NJ: Newark Liberty International,01-déc.-05,12,December,2005,568,1312,3174,12,126,14,351,5194,12,7741,13298,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-déc.-05,12,December,2005,623,592,804,13,57,12,35,2090,14,4089,6228,,
IAD,Washington, DC: Washington Dulles International,01-déc.-05,12,December,2005,408,550,471,1,36,14,90,1466,4,5934,7494,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-déc.-05,12,December,2005,703,1297,2118,23,90,12,239,4230,92,13731,18292,,
JFK,New York, NY: John F. Kennedy International,01-déc.-05,12,December,2005,637,980,997,15,90,11,104,2718,39,5397,8258,,
LAS,Las Vegas, NV: McCarran International,01-déc.-05,12,December,2005,1006,1513,1003,15,65,16,104,3600,9,10443,14156,,
LAX,Los Angeles, CA: Los Angeles International,01-déc.-05,12,December,2005,1562,1487,1253,18,144,17,275,4465,22,14449,19211,,
LGA,New York, NY: LaGuardia,01-déc.-05,12,December,2005,590,724,2132,6,194,14,312,3646,49,6583,10590,,
MCO,Orlando, FL: Orlando International,01-déc.-05,12,December,2005,862,925,1087,11,72,18,64,2959,12,7386,10421,,
MDW,Chicago, IL: Chicago Midway International,01-déc.-05,12,December,2005,393,695,584,5,61,11,219,1738,85,5922,7964,,
MIA,Miami, FL: Miami International,01-déc.-05,12,December,2005,573,408,906,14,93,12,55,1994,10,3779,5838,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-déc.-05,12,December,2005,988,896,1213,16,119,15,122,3233,18,7079,10452,,
ORD,Chicago, IL: Chicago O'Hare International,01-déc.-05,12,December,2005,1870,2586,4713,17,292,14,1289,9479,16,18445,29229,,
PDX,Portland, OR: Portland International,01-déc.-05,12,December,2005,548,562,353,4,26,12,71,1493,5,3114,4683,,
PHL,Philadelphia, PA: Philadelphia International,01-déc.-05,12,December,2005,483,608,893,3,94,13,158,2082,9,6722,8971,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-déc.-05,12,December,2005,971,1204,784,17,60,15,198,3038,14,11752,15002,,
SAN,San Diego, CA: San Diego International,01-déc.-05,12,December,2005,643,620,485,9,58,15,110,1810,34,5636,7590,,
SEA,Seattle, WA: Seattle/Tacoma International,01-déc.-05,12,December,2005,969,928,857,17,64,13,104,2834,19,5786,8743,,
SFO,San Francisco, CA: San Francisco International,01-déc.-05,12,December,2005,911,766,2505,6,119,14,371,4307,35,6259,10972,,
SLC,Salt Lake City, UT: Salt Lake City International,01-déc.-05,12,December,2005,1022,840,584,29,166,12,159,2644,10,8656,11469,,
TPA,Tampa, FL: Tampa International,01-déc.-05,12,December,2005,558,558,694,10,38,14,46,1858,6,4703,6613,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-janv.-06,1,January,2006,1634,1506,4563,7,401,13,714,8109,34,24417,33274,,
BOS,Boston, MA: Logan International,01-janv.-06,1,January,2006,531,629,1136,4,129,13,375,2431,31,7679,10516,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-janv.-06,1,January,2006,372,631,352,3,49,15,102,1411,21,7336,8870,,
CLT,Charlotte, NC: Charlotte Douglas International,01-janv.-06,1,January,2006,501,546,744,1,67,11,186,1862,19,7980,10047,,
DCA,Washington, DC: Ronald Reagan Washington National,01-janv.-06,1,January,2006,430,398,569,2,77,15,260,1473,79,6785,8597,,
DEN,Denver, CO: Denver International,01-janv.-06,1,January,2006,1155,909,816,4,75,16,214,2958,9,14790,17971,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-janv.-06,1,January,2006,754,1454,1287,6,219,15,182,3719,22,21242,25165,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-janv.-06,1,January,2006,562,502,562,8,93,15,170,1729,10,8041,9950,,
EWR,Newark, NJ: Newark Liberty International,01-janv.-06,1,January,2006,340,625,2796,5,148,13,362,3914,33,8304,12613,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-janv.-06,1,January,2006,358,433,369,5,39,12,27,1202,10,4884,6123,,
IAD,Washington, DC: Washington Dulles International,01-janv.-06,1,January,2006,439,577,395,4,46,13,237,1458,27,5195,6917,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-janv.-06,1,January,2006,505,797,1340,6,93,12,94,2742,129,14561,17526,,
JFK,New York, NY: John F. Kennedy International,01-janv.-06,1,January,2006,555,669,990,7,88,12,106,2311,40,5781,8238,,
LAS,Las Vegas, NV: McCarran International,01-janv.-06,1,January,2006,778,1050,896,7,85,15,115,2812,10,12039,14976,,
LAX,Los Angeles, CA: Los Angeles International,01-janv.-06,1,January,2006,1234,1010,1031,8,111,18,279,3393,22,15392,19086,,
LGA,New York, NY: LaGuardia,01-janv.-06,1,January,2006,414,542,2217,3,178,15,446,3353,31,7027,10857,,
MCO,Orlando, FL: Orlando International,01-janv.-06,1,January,2006,551,629,509,4,53,16,70,1748,29,8248,10095,,
MDW,Chicago, IL: Chicago Midway International,01-janv.-06,1,January,2006,301,497,317,2,50,12,121,1167,16,6926,8230,,
MIA,Miami, FL: Miami International,01-janv.-06,1,January,2006,347,339,526,2,50,11,35,1265,6,4622,5928,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-janv.-06,1,January,2006,595,401,558,7,74,14,95,1635,16,8144,9890,,
ORD,Chicago, IL: Chicago O'Hare International,01-janv.-06,1,January,2006,1308,1849,3820,9,188,12,1084,7177,106,22461,30828,,
PDX,Portland, OR: Portland International,01-janv.-06,1,January,2006,346,326,300,3,19,13,35,992,3,3519,4549,,
PHL,Philadelphia, PA: Philadelphia International,01-janv.-06,1,January,2006,374,489,1386,4,144,13,234,2399,50,6459,9142,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-janv.-06,1,January,2006,815,972,644,8,49,15,236,2489,20,15465,18210,,
SAN,San Diego, CA: San Diego International,01-janv.-06,1,January,2006,465,435,303,3,44,15,105,1251,52,6190,7598,,
SEA,Seattle, WA: Seattle/Tacoma International,01-janv.-06,1,January,2006,654,728,795,10,38,13,142,2226,16,6039,8423,,
SFO,San Francisco, CA: San Francisco International,01-janv.-06,1,January,2006,889,533,1205,7,60,14,216,2693,19,7799,10727,,
SLC,Salt Lake City, UT: Salt Lake City International,01-janv.-06,1,January,2006,795,587,455,11,109,13,104,1954,3,9362,11423,,
TPA,Tampa, FL: Tampa International,01-janv.-06,1,January,2006,368,450,348,3,38,12,29,1209,2,5113,6353,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-févr.-06,2,Febuary,2006,1352,1427,4880,9,342,13,644,8013,26,21755,30438,,
BOS,Boston, MA: Logan International,01-févr.-06,2,Febuary,2006,469,661,941,7,80,13,501,2155,6,7259,9921,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-févr.-06,2,Febuary,2006,358,628,239,7,49,14,178,1281,7,6450,7916,,
CLT,Charlotte, NC: Charlotte Douglas International,01-févr.-06,2,Febuary,2006,438,500,470,3,53,11,160,1464,2,7204,8830,,
DCA,Washington, DC: Ronald Reagan Washington National,01-févr.-06,2,Febuary,2006,351,360,364,2,58,15,308,1136,7,6186,7637,,
DEN,Denver, CO: Denver International,01-févr.-06,2,Febuary,2006,1147,1148,1423,10,113,15,206,3839,11,12695,16751,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-févr.-06,2,Febuary,2006,824,1920,1824,9,190,15,625,4768,43,17367,22803,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-févr.-06,2,Febuary,2006,531,517,622,5,89,15,188,1766,7,7331,9292,,
EWR,Newark, NJ: Newark Liberty International,01-févr.-06,2,Febuary,2006,323,708,2676,5,144,12,693,3854,18,7100,11665,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-févr.-06,2,Febuary,2006,362,439,411,3,45,12,94,1257,10,4371,5732,,
IAD,Washington, DC: Washington Dulles International,01-févr.-06,2,Febuary,2006,389,560,248,6,32,14,283,1233,23,5539,7078,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-févr.-06,2,Febuary,2006,570,1023,2012,29,103,12,169,3737,93,12352,16351,,
JFK,New York, NY: John F. Kennedy International,01-févr.-06,2,Febuary,2006,438,808,556,11,58,12,334,1871,17,5272,7494,,
LAS,Las Vegas, NV: McCarran International,01-févr.-06,2,Febuary,2006,760,1318,1462,7,64,15,94,3611,41,9838,13584,,
LAX,Los Angeles, CA: Los Angeles International,01-févr.-06,2,Febuary,2006,1158,1232,1543,10,101,16,283,4044,40,13007,17374,,
LGA,New York, NY: LaGuardia,01-févr.-06,2,Febuary,2006,361,567,1827,3,145,15,640,2900,16,6365,9921,,
MCO,Orlando, FL: Orlando International,01-févr.-06,2,Febuary,2006,520,651,639,5,70,16,121,1887,18,7347,9373,,
MDW,Chicago, IL: Chicago Midway International,01-févr.-06,2,Febuary,2006,353,625,462,3,56,13,121,1500,27,5834,7482,,
MIA,Miami, FL: Miami International,01-févr.-06,2,Febuary,2006,296,302,516,3,59,11,93,1175,5,4139,5412,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-févr.-06,2,Febuary,2006,587,485,627,9,85,14,123,1795,11,7244,9173,,
ORD,Chicago, IL: Chicago O'Hare International,01-févr.-06,2,Febuary,2006,1239,1744,3396,10,158,12,822,6545,44,20739,28150,,
PDX,Portland, OR: Portland International,01-févr.-06,2,Febuary,2006,303,415,318,4,18,12,32,1060,5,2966,4063,,
PHL,Philadelphia, PA: Philadelphia International,01-févr.-06,2,Febuary,2006,438,554,748,2,71,13,297,1811,26,6412,8546,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-févr.-06,2,Febuary,2006,819,1124,1199,18,64,15,178,3224,35,12887,16324,,
SAN,San Diego, CA: San Diego International,01-févr.-06,2,Febuary,2006,520,584,558,6,72,15,95,1740,74,5053,6962,,
SEA,Seattle, WA: Seattle/Tacoma International,01-févr.-06,2,Febuary,2006,578,671,886,11,40,13,75,2188,16,5232,7511,,
SFO,San Francisco, CA: San Francisco International,01-févr.-06,2,Febuary,2006,757,645,1573,4,66,14,231,3048,36,6427,9742,,
SLC,Salt Lake City, UT: Salt Lake City International,01-févr.-06,2,Febuary,2006,789,626,675,16,96,13,92,2200,13,8070,10375,,
TPA,Tampa, FL: Tampa International,01-févr.-06,2,Febuary,2006,379,477,445,3,46,12,88,1347,53,4514,6002,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-mars-06,3,March,2006,1516,1596,4458,13,286,13,333,7870,16,26769,34988,,
BOS,Boston, MA: Logan International,01-mars-06,3,March,2006,578,640,807,5,57,13,126,2089,5,8970,11190,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-mars-06,3,March,2006,427,669,281,11,31,14,33,1423,4,7440,8900,,
CLT,Charlotte, NC: Charlotte Douglas International,01-mars-06,3,March,2006,503,545,517,3,62,11,82,1630,3,8237,9952,,
DCA,Washington, DC: Ronald Reagan Washington National,01-mars-06,3,March,2006,424,453,471,7,43,15,127,1399,2,6906,8434,,
DEN,Denver, CO: Denver International,01-mars-06,3,March,2006,1331,1743,1369,5,172,15,281,4622,12,14278,19193,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-mars-06,3,March,2006,914,1980,1912,8,244,16,397,5054,84,19571,25106,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-mars-06,3,March,2006,573,580,571,10,88,15,125,1824,13,8808,10770,,
EWR,Newark, NJ: Newark Liberty International,01-mars-06,3,March,2006,433,1063,3153,14,111,12,296,4773,24,8899,13992,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-mars-06,3,March,2006,323,396,291,5,25,11,13,1038,11,5535,6597,,
IAD,Washington, DC: Washington Dulles International,01-mars-06,3,March,2006,439,566,310,8,31,13,121,1353,5,6777,8256,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-mars-06,3,March,2006,696,1765,2383,13,75,12,99,4931,64,14307,19401,,
JFK,New York, NY: John F. Kennedy International,01-mars-06,3,March,2006,492,574,796,9,38,12,60,1907,20,6671,8658,,
LAS,Las Vegas, NV: McCarran International,01-mars-06,3,March,2006,937,1601,1517,13,103,15,123,4171,19,11399,15712,,
LAX,Los Angeles, CA: Los Angeles International,01-mars-06,3,March,2006,1534,1532,1738,13,79,16,269,4893,17,14431,19610,,
LGA,New York, NY: LaGuardia,01-mars-06,3,March,2006,483,630,1852,8,121,15,303,3095,18,7766,11182,,
